,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jun 23, 2007 Ksar Axc3xaft Ben Haddou Morocco","(0.31182795698924726, 'conservation property progress achieved implementing identified measures february examination')","(0.29518072289156627, 'consultative committees satisfactory overall resourced management structure property yet functioning sustainable funding arrangements conservation management property')","(0.34615384615384615, 'conservation property progress achieved implementing')","(0.3482142857142857, 'funding arrangements conservation management property requests state party provide world heritage centre adopted')","(0.3783783783783784, 'arrangements conservation management property requests state party provide')","(0.31092436974789917, 'party implementation decisions committee also notes progress made completing management plan likely adopted near future')","(0.3142857142857143, 'progress made completing management')","(0.3285714285714286, 'adopted session vilnius notes satisfaction continuing commitment state')","(0.32530120481927716, 'decision com adopted session vilnius notes satisfaction continuing commitment state')","(0.37735849056603776, 'funding arrangements conservation management property')","(0.32307692307692304, 'report state conservation property progress achieved implementing')","(0.28873239436619713, 'satisfactory overall resourced management structure property yet functioning sustainable funding arrangements conservation management property')","(0.28205128205128205, 'although progress made establishing consultative committees satisfactory overall resourced management structure property yet functioning sustainable funding')","(0.32608695652173914, 'satisfaction continuing commitment state party implementation decisions committee also notes')","(0.41891891891891897, 'arrangements conservation management property requests state party provide')","(0.28395061728395066, 'yet functioning sustainable funding arrangements conservation management property')","(0.4, 'structure property yet functioning sustainable funding arrangements conservation')","(0.31746031746031744, 'management property requests state party provide world heritage')","(0.3384615384615385, 'report state conservation property progress achieved implementing')","(0.32258064516129037, 'conservation property progress achieved implementing identified measures february examination')","(0.34042553191489366, 'report state conservation property progress achieved implementing identified measures february')","(0.33333333333333337, 'conservation property progress achieved implementing identified measures')","(0.2834645669291339, 'continuing commitment state party implementation decisions committee also notes progress made completing management plan likely')","(0.2542372881355932, 'com recalling decision com adopted session vilnius notes satisfaction continuing commitment state party implementation')","(0.2872340425531915, 'report state conservation property progress achieved implementing identified measures february')","(0.34883720930232553, 'progress achieved implementing identified measures february examination world heritage')","(0.36363636363636365, 'conservation property progress achieved implementing identified measures february examination world')","(0.27083333333333337, 'world heritage centre adopted management plan well updated report state conservation property progress achieved implementing identified measures')","(0.2748091603053435, 'document whc com recalling decision com adopted session vilnius notes satisfaction continuing commitment state party implementation')","(0.30000000000000004, 'continuing commitment state party implementation decisions committee also notes progress made completing management plan')","(0.4833333333333333, 'arrangements conservation management property requests state')","(0.28865979381443296, 'state party provide world heritage centre adopted management plan well updated report')","(0.31999999999999995, 'structure property yet functioning sustainable funding arrangements conservation management property')"
"Jun 23, 2007 Lamu Old Town Kenya","(0.36708860759493667, 'secretariat calls upon international donors provide financial technical support')","(0.2571428571428571, 'considers need prioritise objectives reflect key activities already identified committee buffer zone extension including preliminary surveys')","(0.34090909090909094, 'zone extension including preliminary surveys')","(0.3495145631067961, 'state conservation property line objectives management plan requests state party provide world heritage')","(0.36764705882352944, 'party improve state conservation property line objectives management')","(0.32173913043478264, 'improvement sanitation water supply waste management calls state party augment management plan detailed action plan')","(0.4137931034482759, 'party augment management plan')","(0.32835820895522383, 'upon international donors provide financial technical support state')","(0.3176470588235294, 'secretariat calls upon international donors provide financial technical support state')","(0.375, 'improve state conservation property line')","(0.32258064516129037, 'improve state conservation property line objectives management')","(0.2857142857142857, 'reflect key activities already identified committee buffer zone extension including preliminary surveys improvement sanitation')","(0.27142857142857146, 'considers need prioritise objectives reflect key activities already identified committee buffer zone extension including preliminary surveys')","(0.367816091954023, 'buffer zone extension including preliminary surveys improvement sanitation water supply')","(0.3088235294117647, 'party improve state conservation property line objectives management')","(0.2948717948717948, 'heritage centre february progress report implementation recommendations review')","(0.3731343283582089, 'state funds provided current lamu development plan address')","(0.31818181818181823, 'financial technical support state party improve state conservation')","(0.3870967741935484, 'improve state conservation property line objectives management')","(0.34246575342465757, 'upon international donors provide financial technical support state party')","(0.3176470588235294, 'secretariat calls upon international donors provide financial technical support state')","(0.4193548387096774, 'conservation property line objectives management plan requests')","(0.2748091603053435, 'international donors provide financial technical support state party improve state conservation property line objectives management')","(0.25217391304347825, 'local community addresses well challenges issues need met formulated ten objectives considers need prioritise')","(0.28260869565217395, 'extension including preliminary surveys improvement sanitation water supply waste management')","(0.3285714285714286, 'objectives management plan requests state party provide world heritage')","(0.33720930232558144, 'state party production management plan involved stakeholders local community addresses')","(0.2867647058823529, 'financial technical support state party improve state conservation property line objectives management plan requests state party provide')","(0.27692307692307694, 'urges state party ensure state funds provided current lamu development plan address sewage water supply objectives')","(0.3090909090909091, 'state conservation property line objectives management plan requests state party provide world heritage centre')","(0.4901960784313726, 'improve state conservation property line objectives')","(0.2621359223300971, 'party production management plan involved stakeholders local community addresses well challenges issues')","(0.32558139534883723, 'state party production management plan involved stakeholders local community addresses')"
"Jun 23, 2007 Manu National Park Peru","(0.32608695652173914, 'concern reported threats conservation integrity property including significant deforestation')","(0.2781065088757396, 'guidelines notes concern reported threats conservation integrity property including significant deforestation agricultural encroachment hydrocarbon concessions affecting')","(0.3207547169811321, 'conservation integrity property including significant')","(0.29600000000000004, 'deforestation agricultural encroachment hydrocarbon concessions affecting property requests state party submit world heritage')","(0.39743589743589747, 'concern reported threats conservation integrity property including significant')","(0.2857142857142857, 'boundary modification reflect extension property accordance paragraphs operational guidelines notes concern reported threats conservation integrity')","(0.34615384615384615, 'party submit request minor')","(0.31506849315068497, 'guidelines notes concern reported threats conservation integrity property')","(0.3125, 'paragraphs operational guidelines notes concern reported threats conservation integrity property')","(0.33333333333333337, 'reported threats conservation integrity property')","(0.3015873015873016, 'hydrocarbon concessions affecting property requests state party')","(0.32413793103448274, 'paragraphs operational guidelines notes concern reported threats conservation integrity property including significant deforestation agricultural')","(0.3195266272189349, 'guidelines notes concern reported threats conservation integrity property including significant deforestation agricultural encroachment hydrocarbon concessions affecting')","(0.2828282828282829, 'boundary modification reflect extension property accordance paragraphs operational guidelines notes')","(0.34090909090909094, 'threats conservation integrity property including significant deforestation agricultural')","(0.31506849315068497, 'guidelines notes concern reported threats conservation integrity property')","(0.30681818181818177, 'threats conservation integrity property including significant deforestation agricultural')","(0.3116883116883117, 'paragraphs operational guidelines notes concern reported threats conservation')","(0.3285714285714286, 'boundary modification reflect extension property accordance paragraphs')","(0.36633663366336633, 'threats conservation integrity property including significant deforestation agricultural encroachment')","(0.3125, 'concessions affecting property requests state party submit world heritage centre')","(0.3620689655172413, 'concessions affecting property requests state party submit')","(0.2974683544303798, 'notes concern reported threats conservation integrity property including significant deforestation agricultural encroachment hydrocarbon concessions affecting')","(0.30718954248366015, 'threats conservation integrity property including significant deforestation agricultural encroachment hydrocarbon concessions affecting property requests')","(0.2920353982300885, 'threats conservation integrity property including significant deforestation agricultural encroachment hydrocarbon')","(0.4383561643835616, 'concessions affecting property requests state party submit world heritage')","(0.3070175438596491, 'integrity property including significant deforestation agricultural encroachment hydrocarbon concessions affecting')","(0.3258426966292135, 'property accordance paragraphs operational guidelines notes concern reported threats conservation integrity property including significant deforestation agricultural encroachment')","(0.296969696969697, 'property accordance paragraphs operational guidelines notes concern reported threats conservation integrity property including significant deforestation agricultural')","(0.3138686131386861, 'boundary modification reflect extension property accordance paragraphs operational guidelines notes concern reported threats conservation')","(0.4137931034482759, 'reported threats conservation integrity property including')","(0.2989690721649485, 'stop reverse threats within near property s boundaries together updated map boundaries')","(0.29292929292929293, 'boundary modification reflect extension property accordance paragraphs operational guidelines notes')"
"Jun 23, 2007 Kremlin and Red Square, Moscow Russian Federation","(0.32183908045977017, 'conservation property including information status likely impact authenticity integrity')","(0.28260869565217395, 'provide world heritage centre detailed report february state conservation property including information status likely impact authenticity')","(0.33999999999999997, 'conservation property including information status')","(0.360655737704918, 'february state conservation property including information status likely impact authenticity integrity property demolition')","(0.3918918918918919, 'demolition reconstruction restoration works within boundary world heritage')","(0.31007751937984496, 'demolition reconstruction restoration works within boundary world heritage property buffer zone well technical details concerning')","(0.34782608695652173, 'nbsp nbsp also requests')","(0.31081081081081086, 'detailed report february state conservation property including information')","(0.32258064516129037, 'integrity property demolition reconstruction restoration works within boundary world heritage')","(0.3695652173913043, 'february state conservation property including')","(0.32307692307692304, 'february state conservation property including information status')","(0.2846715328467153, 'february state conservation property including information status likely impact authenticity integrity property demolition reconstruction')","(0.28846153846153844, 'conservation property including information status likely impact authenticity integrity property demolition reconstruction restoration works within boundary')","(0.29729729729729726, 'halt demolition works within boundary world heritage property kremlin red')","(0.36111111111111116, 'february state conservation property including information status likely')","(0.31666666666666665, 'world heritage property buffer zone well technical details')","(0.34328358208955223, 'particular ldquo to kept informed development world heritage')","(0.2857142857142857, 'centre icomos iccrom joint mission property assess state')","(0.3650793650793651, 'state conservation property including information status likely')","(0.31034482758620685, 'conservation property including information status likely impact authenticity integrity')","(0.28888888888888886, 'demolition reconstruction restoration works within boundary world heritage property buffer')","(0.40625, 'conservation property including information status likely impact')","(0.31543624161073824, 'february state conservation property including information status likely impact authenticity integrity property demolition reconstruction restoration')","(0.2992125984251969, 'authenticity integrity property demolition reconstruction restoration works within boundary world heritage property buffer zone')","(0.2947368421052632, 'technical details concerning structural stability historic buildings property examination world')","(0.3975903614457831, 'demolition reconstruction restoration works within boundary world heritage property')","(0.4, 'to kept informed development world heritage site rdquo n nbsp')","(0.32098765432098764, 'conservation property including information status likely impact authenticity integrity property demolition reconstruction restoration works within boundary world')","(0.34615384615384615, 'ix adopted session phuket particular ldquo to kept informed development world heritage site rdquo n nbsp')","(0.33576642335766427, 'february state conservation property including information status likely impact authenticity integrity property demolition reconstruction')","(0.45945945945945943, 'assess state conservation n nbsp nbsp')","(0.29000000000000004, 'demolition reconstruction restoration works within boundary world heritage property buffer zone well')","(0.29032258064516125, 'integrity property demolition reconstruction restoration works within boundary world heritage')"
"Jun 23, 2007 Lxe2x80x99viv xe2x80x93 the Ensemble of the Historic Centre Ukraine","(0.3076923076923077, 'centre protection preservation promotion cultural heritage encourages authorities cooperate')","(0.29032258064516125, 'nbsp also notes state party rsquo s proposal create training centre protection preservation promotion cultural heritage')","(0.33333333333333337, 'protection preservation promotion cultural heritage')","(0.30000000000000004, 'centre protection preservation promotion cultural heritage encourages authorities cooperate iccrom regard taking account')","(0.3580246913580247, 'centre protection preservation promotion cultural heritage encourages authorities')","(0.25, 'nbsp nbsp nbsp nbsp notes state party rsquo s efforts improving management structure planning process')","(0.34782608695652173, 'nbsp nbsp also requests')","(0.31081081081081086, 'create training centre protection preservation promotion cultural heritage')","(0.3176470588235294, 's proposal create training centre protection preservation promotion cultural heritage')","(0.3076923076923077, 'heritage centre updated report february')","(0.30000000000000004, 'com adopted session durban n nbsp nbsp')","(0.2846153846153846, 'proposal create training centre protection preservation promotion cultural heritage encourages authorities cooperate iccrom regard')","(0.3023255813953488, 'nbsp also notes state party rsquo s proposal create training centre protection preservation promotion cultural heritage')","(0.29729729729729726, 'nbsp nbsp nbsp also notes state party rsquo s proposal')","(0.3580246913580247, 'centre protection preservation promotion cultural heritage encourages authorities')","(0.33783783783783783, 'create training centre protection preservation promotion cultural heritage')","(0.3648648648648649, 'create training centre protection preservation promotion cultural heritage')","(0.3125, 'preservation promotion cultural heritage encourages authorities cooperate iccrom')","(0.3880597014925373, 'training centre protection preservation promotion cultural heritage')","(0.35526315789473684, 's proposal create training centre protection preservation promotion cultural')","(0.326530612244898, 'centre protection preservation promotion cultural heritage encourages authorities cooperate iccrom')","(0.36923076923076925, 'create training centre protection preservation promotion cultural')","(0.35766423357664234, 'proposal create training centre protection preservation promotion cultural heritage encourages authorities cooperate iccrom regard taking')","(0.3076923076923077, 'proposal create training centre protection preservation promotion cultural heritage encourages authorities cooperate iccrom regard')","(0.3294117647058824, 's proposal create training centre protection preservation promotion cultural heritage')","(0.42352941176470593, 'create training centre protection preservation promotion cultural heritage encourages')","(0.34693877551020413, 'centre protection preservation promotion cultural heritage encourages authorities cooperate iccrom')","(0.2962962962962963, 'process n nbsp nbsp nbsp nbsp nbsp nbsp urges state party complete revision master plan world heritage')","(0.29230769230769227, 'nbsp also notes state party rsquo s proposal create training centre protection preservation promotion cultural heritage')","(0.3307086614173228, 'centre protection preservation promotion cultural heritage encourages authorities cooperate iccrom regard taking account global')","(0.3793103448275862, 'training centre protection preservation promotion cultural')","(0.3362068965517241, 'proposal create training centre protection preservation promotion cultural heritage encourages authorities cooperate')","(0.3529411764705882, 's proposal create training centre protection preservation promotion cultural heritage')"
"Jun 23, 2007 Manas Wildlife Sanctuary India N 338","(0.3146067415730337, 'statement outstanding universal value property including conditions integrity examination')","(0.304635761589404, 'conservation property progress addressing corrective measures set committee session durban recommendations mission report examination committee session')","(0.3653846153846154, 'recommendations monitoring mission indicate definite')","(0.33333333333333337, 'state conservation property based outstanding universal value requests state party provide world heritage')","(0.36986301369863017, 'statement desired state conservation property based outstanding universal')","(0.2913385826771654, 'party consultation world heritage centre iucn develop draft statement outstanding universal value property including conditions')","(0.34375, 'party conducted rapid assessment')","(0.3466666666666667, 'session durban recommendations mission report examination committee session')","(0.3370786516853933, 'set committee session durban recommendations mission report examination committee session')","(0.36585365853658536, 'desired state conservation property based')","(0.31343283582089554, 'session durban recommendations mission report examination committee')","(0.31932773109243695, 'set committee session durban recommendations mission report examination committee session decides retain manas wildlife')","(0.29054054054054057, 'statement outstanding universal value property including conditions integrity examination committee requests state party consultation world heritage')","(0.31707317073170727, 'state conservation property based outstanding universal value requests state party')","(0.34285714285714286, 'state conservation property based outstanding universal value requests')","(0.3098591549295775, 'updated report february state conservation property progress addressing')","(0.32530120481927716, 'remaining recommendations monitoring mission indicate definite timeframe completion')","(0.32258064516129037, 'centre iucn develop draft statement desired state conservation')","(0.38095238095238093, 'desired state conservation property based outstanding universal')","(0.32530120481927716, 'conservation property progress addressing corrective measures set committee session')","(0.33333333333333337, 'recommendations mission report examination committee session decides retain manas wildlife')","(0.3972602739726028, 'recommendations monitoring mission indicate definite timeframe completion')","(0.32307692307692304, 'property including conditions integrity examination committee requests state party consultation world heritage centre iucn develop')","(0.295774647887324, 'assess progress achieving corrective measures implementing remaining recommendations monitoring mission indicate definite timeframe completion')","(0.3125, 'com recalling decision com adopted session vilnius notes state party')","(0.35064935064935066, 'examination committee requests state party consultation world heritage centre')","(0.33333333333333337, 'conservation property progress addressing corrective measures set committee session durban')","(0.30069930069930073, 'provide world heritage centre updated report february state conservation property progress addressing corrective measures set committee session')","(0.3129251700680272, 'world heritage centre iucn mission property assess progress achieving corrective measures implementing remaining recommendations monitoring mission')","(0.33834586466165417, 'conservation property progress addressing corrective measures set committee session durban recommendations mission report examination')","(0.4901960784313726, 'statement desired state conservation property based')","(0.2680412371134021, 'com recalling decision com adopted session vilnius notes state party conducted rapid')","(0.3205128205128205, 'monitoring mission indicate definite timeframe completion also r equests state')"
"Jun 23, 2007 Lines and Geoglyphs of Nasca and Pampas de Jumana Peru","(0.375, 'plan completion within framework national programme recuperation historic archaeological')","(0.2689655172413793, 'within framework national programme recuperation historic archaeological monuments view ensuring conservation integrity world heritage property n')","(0.3913043478260869, 'conservation integrity world heritage property')","(0.31034482758620685, 'ensuring conservation integrity world heritage property n nbsp nbsp nbsp nbsp nbsp nbsp')","(0.3870967741935484, 'view ensuring conservation integrity world heritage property n')","(0.2975206611570248, 'nbsp encourages state party implement new integrated plan particular management plan completion within framework national')","(0.36, 'state party implement new')","(0.3287671232876712, 'plan completion within framework national programme recuperation historic')","(0.30681818181818177, 'roads provisional not well developments concerning project construction national airport')","(0.37209302325581395, 'management plan completion within framework')","(0.31746031746031744, 'project construction national airport area accordance paragraph')","(0.3382352941176471, 'management plan completion within framework national programme recuperation historic archaeological monuments view ensuring conservation')","(0.2978723404255319, 'centre informed details construction roads provisional not well developments concerning project construction national airport area accordance')","(0.3152173913043478, 'details construction roads provisional not well developments concerning project construction')","(0.33333333333333337, 'project construction national airport area accordance paragraph operational')","(0.36111111111111116, 'heritage centre october progress achieved concerning illegal settlements')","(0.3943661971830986, 'details construction roads provisional not well developments concerning')","(0.30000000000000004, 'integrated plan particular management plan completion within framework')","(0.3833333333333333, 'view ensuring conservation integrity world heritage property')","(0.31034482758620685, 'within framework national programme recuperation historic archaeological monuments view')","(0.33333333333333337, 'implement new integrated plan particular management plan completion within framework')","(0.3835616438356164, 'implementation recommendations world heritage centre february examination')","(0.30708661417322836, 'developments concerning project construction national airport area accordance paragraph operational guidelines n nbsp nbsp nbsp')","(0.2867647058823529, 'integrated plan particular management plan completion within framework national programme recuperation historic archaeological monuments')","(0.32499999999999996, 'achieved concerning illegal settlements area la pascana n nbsp nbsp')","(0.42666666666666664, 'not well developments concerning project construction national airport area')","(0.34090909090909094, 'roads provisional not well developments concerning project construction national airport')","(0.30069930069930073, 'party keep world heritage centre informed details construction roads provisional not well developments concerning project construction national')","(0.2866242038216561, 'particular management plan completion within framework national programme recuperation historic archaeological monuments view ensuring conservation integrity')","(0.344, 'details construction roads provisional not well developments concerning project construction national airport area accordance')","(0.3921568627450981, 'view ensuring conservation integrity world heritage')","(0.29729729729729726, 'progress achieved implementation recommendations world heritage centre february examination committee session n')","(0.30107526881720426, 'implementation recommendations world heritage centre february examination committee session n')"
"Jun 23, 2007 Minor modification to the boundaries of properties already inscribed on the World Heritage List  Bam and its Cultural La","(0.2465753424657534, 'committee n examined documents whc com add whc com')","(0.22580645161290325, 'examined documents whc com add whc com inf add n approves revised boundaries core buffer zones')","(0.25806451612903225, 'com inf add n approves')","(0.24390243902439024, 'n examined documents whc com add whc com inf add n approves revised')","(0.2407407407407407, 'committee n examined documents whc com add whc')","(0.25, 'whc com inf add n approves revised boundaries core buffer zones bam cultural landscape islamic')","(0.3214285714285714, 'boundaries core buffer zones')","(0.24, 'committee n examined documents whc com add whc')","(0.24615384615384617, 'add whc com inf add n approves revised boundaries core')","(0.28205128205128205, 'heritage committee n examined documents')","(0.26, 'com inf add n approves revised boundaries')","(0.2589285714285714, 'whc com add whc com inf add n approves revised boundaries core buffer zones')","(0.26356589147286824, 'add whc com inf add n approves revised boundaries core buffer zones bam cultural landscape islamic')","(0.2702702702702703, 'add n approves revised boundaries core buffer zones bam cultural')","(0.25, 'add whc com inf add n approves revised')","(0.23333333333333328, 'add whc com inf add n approves revised')","(0.25373134328358204, 'examined documents whc com add whc com inf')","(0.2586206896551724, 'approves revised boundaries core buffer zones bam cultural')","(0.2666666666666667, 'add n approves revised boundaries core buffer')","(0.23529411764705888, 'approves revised boundaries core buffer zones bam cultural landscape')","(0.25757575757575757, 'committee n examined documents whc com add whc com inf')","(0.24489795918367352, 'documents whc com add whc com inf')","(0.2844827586206896, 'world heritage committee n examined documents whc com add whc com inf add n approves')","(0.25217391304347825, 'whc com inf add n approves revised boundaries core buffer zones bam cultural landscape')","(0.26249999999999996, 'add whc com inf add n approves revised boundaries core')","(0.27941176470588236, 'boundaries core buffer zones bam cultural landscape islamic republic')","(0.2666666666666667, 'com inf add n approves revised boundaries core buffer zones')","(0.2518518518518519, 'examined documents whc com add whc com inf add n approves revised boundaries core buffer zones bam')","(0.25384615384615383, 'world heritage committee n examined documents whc com add whc com inf add n approves revised')","(0.29702970297029707, 'whc com inf add n approves revised boundaries core buffer zones bam cultural landscape')","(0.275, 'revised boundaries core buffer zones bam')","(0.2680412371134021, 'whc com inf add n approves revised boundaries core buffer zones bam')","(0.26315789473684215, 'approves revised boundaries core buffer zones bam cultural landscape islamic')"
"Jun 23, 2007 Nomination of natural, mixed and cultural properties to the world heritage list  Abbey Church of SaintSavin sur Gartempe","(0.2465753424657534, 'committee examined documents whc com add whc com inf')","(0.217741935483871, 'world heritage committee examined documents whc com add whc com inf add approves buffer zone abbey')","(0.2093023255813954, 'world heritage committee examined documents')","(0.2195121951219512, 'com add whc com inf add approves buffer zone abbey church saint savin')","(0.2407407407407407, 'documents whc com add whc com inf add')","(0.2592592592592593, 'examined documents whc com add whc com inf add approves buffer zone abbey church saint')","(0.25, 'committee examined documents whc')","(0.26, 'inf add approves buffer zone abbey church saint')","(0.2615384615384615, 'whc com inf add approves buffer zone abbey church saint')","(0.2727272727272727, 'approves buffer zone abbey church')","(0.24, 'documents whc com add whc com inf')","(0.2857142857142857, 'com add whc com inf add approves buffer zone abbey church saint savin sur')","(0.24806201550387597, 'documents whc com add whc com inf add approves buffer zone abbey church saint savin sur')","(0.2567567567567568, 'world heritage committee examined documents whc com add whc com')","(0.23333333333333328, 'documents whc com add whc com inf add')","(0.2666666666666667, 'inf add approves buffer zone abbey church saint')","(0.25373134328358204, 'world heritage committee examined documents whc com add')","(0.27083333333333337, 'whc com inf add approves buffer zone abbey')","(0.25, 'whc com add whc com inf add')","(0.24590163934426235, 'whc com inf add approves buffer zone abbey church')","(0.24242424242424243, 'committee examined documents whc com add whc com inf add')","(0.24489795918367352, 'documents whc com add whc com inf')","(0.26724137931034486, 'world heritage committee examined documents whc com add whc com inf add approves buffer zone')","(0.25217391304347825, 'com add whc com inf add approves buffer zone abbey church saint savin sur')","(0.25, 'whc com inf add approves buffer zone abbey church saint')","(0.234375, 'documents whc com add whc com inf add approves')","(0.24, 'world heritage committee examined documents whc com add whc com')","(0.2666666666666667, 'documents whc com add whc com inf add approves buffer zone abbey church saint savin sur gartempe')","(0.2384615384615385, 'documents whc com add whc com inf add approves buffer zone abbey church saint savin sur')","(0.25742574257425743, 'com add whc com inf add approves buffer zone abbey church saint savin sur')","(0.2432432432432432, 'abbey church saint savin sur gartempe')","(0.24742268041237114, 'world heritage committee examined documents whc com add whc com inf add')","(0.2727272727272727, 'inf add approves buffer zone abbey church saint savin sur')"
"Jun 23, 2007 Maya Site of Copxc3xa1n Honduras","(0.3157894736842105, 'february details plans alternative airport site consideration world heritage')","(0.259493670886076, 'use study conservation presentation management future rioamarilloarchaeologicalpark complement already existent management plan archaeological site cop aacute')","(0.41025641025641024, 'management plan archaeological site cop')","(0.32727272727272727, 'report state conservation property progress made review management plan property examination committee session')","(0.3939393939393939, 'report state conservation property progress made review management')","(0.33834586466165417, 'management future rioamarilloarchaeologicalpark complement already existent management plan archaeological site cop aacute n review n')","(0.3870967741935484, 'progress made review management')","(0.36363636363636365, 'plans alternative airport site consideration world heritage centre')","(0.3132530120481928, 'february details plans alternative airport site consideration world heritage centre')","(0.34883720930232553, 'detailed report state conservation property')","(0.34426229508196726, 'recalling recommendations previous monitoring missions n nbsp')","(0.2767857142857143, 'recommendations previous monitoring missions n nbsp nbsp nbsp nbsp nbsp nbsp notes satisfaction state')","(0.3023255813953488, 'nbsp nbsp nbsp nbsp nbsp nbsp notes satisfaction state party decided proceed construction planned airport rio')","(0.29059829059829057, 'conservation presentation management future rioamarilloarchaeologicalpark complement already existent management plan')","(0.33333333333333337, 'report state conservation property progress made review management')","(0.29032258064516125, 'rioamarilloarchaeologicalpark complement already existent management plan archaeological site')","(0.3085106382978723, 'use study conservation presentation management future rioamarilloarchaeologicalpark complement')","(0.29850746268656714, 'conservation property progress made review management plan property')","(0.3833333333333333, 'public use study conservation presentation management future')","(0.2941176470588235, 'use study conservation presentation management future rioamarilloarchaeologicalpark complement already')","(0.3146067415730337, 'conservation property progress made review management plan property examination committee')","(0.3620689655172413, 'conservation property progress made review management plan')","(0.30573248407643316, 'conduct public use study conservation presentation management future rioamarilloarchaeologicalpark complement already existent management plan archaeological')","(0.27464788732394363, 'conduct public use study conservation presentation management future rioamarilloarchaeologicalpark complement already existent management plan')","(0.28828828828828834, 'use study conservation presentation management future rioamarilloarchaeologicalpark complement already existent')","(0.326530612244898, 'conduct public use study conservation presentation management future rioamarilloarchaeologicalpark')","(0.3504273504273504, 'conservation presentation management future rioamarilloarchaeologicalpark complement already existent management plan')","(0.3067484662576687, 'encourages state party identify funding order conduct public use study conservation presentation management future rioamarilloarchaeologicalpark complement already')","(0.27692307692307694, 'submit world heritage centre february detailed report state conservation property progress made review management plan property')","(0.3380281690140845, 'conduct public use study conservation presentation management future rioamarilloarchaeologicalpark complement already existent management plan')","(0.45833333333333337, 'report state conservation property progress made')","(0.2989690721649485, 'consideration world heritage centre icomos n nbsp nbsp nbsp nbsp nbsp nbsp')","(0.31645569620253167, 'notes satisfaction state party decided proceed construction planned airport rio')"
