,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"May 4, 2015 Operation of the Chemical Review Committee","(0.34523809523809523, 'convention persistent organic pollutants takes note information provided secretariat')","(0.27419354838709675, 'annex present decision elects mr jrgen helbig spain chair committee welcomes guidance assist parties convention chemical')","(0.4390243902439024, 'convention chemical review committee work')","(0.33333333333333337, 'work chemical consideration persistent organic pollutant listed stockholm convention persistent organic pollutants takes')","(0.3466666666666667, 'convention chemical review committee work chemical consideration persistent')","(0.3138686131386861, 'work chemical consideration persistent organic pollutant listed stockholm convention persistent organic pollutants takes note information')","(0.4285714285714286, 'may set annex present')","(0.34782608695652173, 'welcomes guidance assist parties convention chemical review committee')","(0.32999999999999996, 'consideration persistent organic pollutant listed stockholm convention persistent organic pollutants')","(0.4390243902439024, 'assist parties convention chemical review')","(0.819672131147541, 'stockholm convention persistent organic pollutants takes note')","(0.3384615384615385, 'listed stockholm convention persistent organic pollutants takes note information provided secretariat experience organization back')","(0.3290322580645161, 'consideration persistent organic pollutant listed stockholm convention persistent organic pollutants takes note information provided secretariat experience')","(0.3146067415730337, 'listed stockholm convention persistent organic pollutants takes note information provided')","(0.34246575342465757, 'work chemical consideration persistent organic pollutant listed stockholm')","(0.33333333333333337, 'welcomes guidance assist parties convention chemical review committee')","(0.29850746268656714, 'sri lanka tonga yemen central eastern european states')","(0.3015873015873016, 'procedures policy guidance chemical review committee takes note')","(0.4285714285714286, 'listed stockholm convention persistent organic pollutants takes')","(0.3132530120481928, 'persistent organic pollutants review committee welcomes handbook working procedures')","(0.368421052631579, 'convention persistent organic pollutants takes note information provided secretariat experience')","(0.46031746031746035, 'convention persistent organic pollutants takes note information')","(0.3211678832116789, 'work chemical consideration persistent organic pollutant listed stockholm convention persistent organic pollutants takes note information')","(0.30000000000000004, 'listed stockholm convention persistent organic pollutants takes note information provided secretariat experience organization back')","(0.3125, 'office commencing may set annex present decision elects mr jrgen')","(0.40963855421686746, 'convention chemical review committee work chemical consideration persistent organic')","(0.41052631578947374, 'convention persistent organic pollutants takes note information provided secretariat experience')","(0.32738095238095233, 'consideration persistent organic pollutant listed stockholm convention persistent organic pollutants takes note information provided secretariat experience organization')","(0.3290322580645161, 'consideration persistent organic pollutant listed stockholm convention persistent organic pollutants takes note information provided secretariat experience')","(0.344, 'work chemical consideration persistent organic pollutant listed stockholm convention persistent organic pollutants takes note')","(0.5348837209302326, 'tonga yemen central eastern european states')","(0.2989690721649485, 'sudan asian pacific states india sri lanka tonga yemen central eastern european')","(0.348314606741573, 'listed stockholm convention persistent organic pollutants takes note information provided')"
"May 4, 2015 Polychlorinated biphenyls","(0.34883720930232553, 'convention make assessment report available january effectiveness evaluation committee')","(0.3012820512820513, 'accordance paragraph article convention soon possible later requests secretariat subject availability resources consolidate compilation information referred')","(0.46153846153846156, 'convention soon possible later requests')","(0.31034482758620685, 'assessment report available january effectiveness evaluation committee support work submit report conference parties')","(0.3733333333333333, 'report conference parties consideration eighth meeting continue participate')","(0.31756756756756754, 'annex stockholm convention persistent organic pollutants preliminary assessment efforts made towards elimination polychlorinated biphenyls developed')","(0.38095238095238093, 'parties takes note of')","(0.4418604651162791, 'united nations environment programme progress implementation polychlorinated biphenyls')","(0.40594059405940597, 'network report united nations environment programme progress implementation polychlorinated biphenyls')","(0.42500000000000004, 'ii annex stockholm convention persistent')","(0.847457627118644, 'ii annex stockholm convention persistent organic pollutants')","(0.34285714285714286, 'consolidate compilation information referred paragraph preliminary assessment referred paragraph above taking consideration additional third')","(0.35, 'united nations environment programme cooperation secretariat consultation advisory committee polychlorinated biphenyls elimination network report united nations')","(0.32978723404255317, 'stockholm convention persistent organic pollutants preliminary assessment efforts made towards')","(0.34246575342465757, 'taking consideration additional third national reports submitted response')","(0.3529411764705882, 'accordance paragraph article convention soon possible later requests')","(0.3866666666666667, 'made towards elimination polychlorinated biphenyls developed united nations')","(0.30434782608695654, 'committee support work submit report conference parties consideration')","(0.4067796610169492, 'ii annex stockholm convention persistent organic pollutants')","(0.34090909090909094, 'information relevant polychlorinated biphenyls reports provided parties pursuant article')","(0.34408602150537637, 'convention eliminate use polychlorinated biphenyls equipment make determined efforts designed')","(0.38983050847457623, 'convention soon possible later requests secretariat subject')","(0.356687898089172, 'convention including information progress eliminating polychlorinated biphenyls encourages parties intensify efforts eliminate polychlorinated biphenyls meet')","(0.3188405797101449, 'annex stockholm convention persistent organic pollutants preliminary assessment efforts made towards elimination polychlorinated biphenyls')","(0.3152173913043478, 'goals stockholm convention eliminate use polychlorinated biphenyls equipment make determined')","(0.35, 'stockholm convention including information progress eliminating polychlorinated biphenyls encourages')","(0.43518518518518523, 'elimination polychlorinated biphenyls developed united nations environment programme cooperation secretariat')","(0.38235294117647056, 'persistent organic pollutants preliminary assessment efforts made towards elimination polychlorinated biphenyls developed united nations environment programme cooperation')","(0.3254437869822485, 'cooperation secretariat consultation advisory committee polychlorinated biphenyls elimination network report united nations environment programme progress implementation')","(0.3496503496503497, 'made towards elimination polychlorinated biphenyls developed united nations environment programme cooperation secretariat consultation advisory')","(0.375, 'conference parties consideration eighth meeting continue')","(0.3214285714285714, 'annex stockholm convention persistent organic pollutants preliminary assessment efforts made towards elimination')","(0.34444444444444444, 'ii annex stockholm convention persistent organic pollutants preliminary assessment efforts')"
"May 4, 2015 Proposal on ways of exchanging information on exports and export notifications","(0.31645569620253167, 'article convention requests secretariat provide assistance parties upon request')","(0.3096774193548387, 'urges parties ensure effective implementation convention including obligations paragraph article article convention requests secretariat provide assistance')","(0.38, 'convention including obligations paragraph article')","(0.31355932203389836, 'article article convention requests secretariat provide assistance parties upon request implementing paragraph article')","(0.32894736842105265, 'article convention also requests secretariat facilitate subject availability')","(0.3013698630136986, 'request implementing paragraph article article convention also requests secretariat facilitate subject availability resources exchange information')","(0.4, 'parties takes note report')","(0.379746835443038, 'including obligations paragraph article article convention requests secretariat')","(0.33333333333333337, 'export notifications urges parties ensure effective implementation convention including obligations')","(0.42500000000000004, 'article article convention also requests')","(0.40909090909090906, 'article article convention requests secretariat provide assistance')","(0.3015873015873016, 'article article convention requests secretariat provide assistance parties upon request implementing paragraph article article')","(0.3356643356643356, 'information exports export notifications conference parties takes note report prepared secretariat information received parties ways exchanging')","(0.30434782608695654, 'article convention requests secretariat provide assistance parties upon request implementing')","(0.3157894736842105, 'secretariat information received parties ways exchanging information exports')","(0.3421052631578947, 'paragraph article article convention requests secretariat provide assistance')","(0.32894736842105265, 'article convention also requests secretariat facilitate subject availability')","(0.31506849315068497, 'requests secretariat provide assistance parties upon request implementing')","(0.36363636363636365, 'article article convention requests secretariat provide assistance')","(0.32183908045977017, 'information report meeting conference parties implementation paragraph article articles')","(0.3222222222222222, 'export notifications conference parties takes note report prepared secretariat information')","(0.39682539682539686, 'convention requests secretariat provide assistance parties upon')","(0.303448275862069, 'ways exchanging information exports export notifications urges parties ensure effective implementation convention including obligations paragraph')","(0.3037037037037037, 'ways exchanging information exports export notifications urges parties ensure effective implementation convention including obligations')","(0.3047619047619048, 'implementation convention including obligations paragraph article article convention requests secretariat')","(0.3291139240506329, 'received parties ways exchanging information exports export notifications urges')","(0.30927835051546393, 'resources exchange information report meeting conference parties implementation paragraph article')","(0.33333333333333337, 'implementation convention including obligations paragraph article article convention requests secretariat provide assistance parties upon request implementing paragraph')","(0.31645569620253167, 'implementation convention including obligations paragraph article article convention requests secretariat provide assistance parties upon request implementing')","(0.3380281690140845, 'effective implementation convention including obligations paragraph article article convention requests secretariat provide assistance parties')","(0.35185185185185186, 'prepared secretariat information received parties ways')","(0.2845528455284553, 'effective implementation convention including obligations paragraph article article convention requests secretariat provide')","(0.2989690721649485, 'secretariat information received parties ways exchanging information exports export notifications')"
"Nov 1, 2015 Decision XXVII14  CoChairs of the Openended Working Group of the Parties to the Montreal Protocol","(0.2465753424657534, 'endorse selection mr paul krajnik austria mr leslie smith')","(0.2338709677419355, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended working group parties')","(0.22580645161290325, 'co open ended working group')","(0.2195121951219512, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended')","(0.2407407407407407, 'endorse selection mr paul krajnik austria mr leslie')","(0.2685185185185185, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended working group')","(0.28, 'krajnik austria mr leslie')","(0.19999999999999996, 'mr leslie smith grenada co open ended working')","(0.2153846153846154, 'mr paul krajnik austria mr leslie smith grenada co open')","(0.27586206896551724, 'grenada co open ended working')","(0.28, 'endorse selection mr paul krajnik austria mr')","(0.2410714285714286, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended working')","(0.2713178294573644, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended working group parties')","(0.2432432432432432, 'endorse selection mr paul krajnik austria mr leslie smith grenada')","(0.30000000000000004, 'endorse selection mr paul krajnik austria mr leslie')","(0.2833333333333333, 'smith grenada co open ended working group parties')","(0.25373134328358204, 'mr paul krajnik austria mr leslie smith grenada')","(0.22916666666666663, 'mr paul krajnik austria mr leslie smith grenada')","(0.32558139534883723, 'grenada co open ended working group parties')","(0.21311475409836067, 'mr paul krajnik austria mr leslie smith grenada co')","(0.2272727272727273, 'endorse selection mr paul krajnik austria mr leslie smith grenada')","(0.2857142857142857, 'austria mr leslie smith grenada co open')","(0.24137931034482762, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended working group')","(0.26956521739130435, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended working')","(0.26249999999999996, 'endorse selection mr paul krajnik austria mr leslie smith grenada')","(0.234375, 'krajnik austria mr leslie smith grenada co open ended')","(0.2533333333333333, 'krajnik austria mr leslie smith grenada co open ended working')","(0.2666666666666667, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended working group parties montreal')","(0.25384615384615383, 'endorse selection mr paul krajnik austria mr leslie smith grenada co open ended working group parties')","(0.2277227722772277, 'paul krajnik austria mr leslie smith grenada co open ended working group parties montreal')","(0.2222222222222222, 'grenada co open ended working group')","(0.2680412371134021, 'paul krajnik austria mr leslie smith grenada co open ended working group')","(0.25757575757575757, 'mr paul krajnik austria mr leslie smith grenada co open')"
"Nov 1, 2015 Decision XXVII12  Membership of the Implementation Committee","(0.273972602739726, 'northern ireland replacing italy members committee one year select')","(0.25806451612903225, 'canada haiti kenya romania members committee two year period beginning january note selection mr iftikhar ul')","(0.30000000000000004, 'northern ireland replacing italy members')","(0.28205128205128205, 'carried implementation committee non compliance procedure montreal protocol confirm positions bosnia herzegovina cuba')","(0.29508196721311475, 'united kingdom great britain northern ireland replacing italy')","(0.2777777777777778, 'members committee two year period beginning january note selection mr iftikhar ul hassan shah pakistan')","(0.40740740740740744, 'pakistan serve president ms')","(0.37142857142857144, 'note appreciation work carried implementation committee non compliance')","(0.3132530120481928, 'procedure montreal protocol confirm positions bosnia herzegovina cuba mali pakistan')","(0.3529411764705882, 'canada haiti kenya romania members')","(0.31818181818181823, 'carried implementation committee non compliance procedure montreal')","(0.3114754098360656, 'carried implementation committee non compliance procedure montreal protocol confirm positions bosnia herzegovina cuba mali')","(0.28682170542635654, 'canada haiti kenya romania members committee two year period beginning january note selection mr iftikhar ul')","(0.2717391304347826, 'implementation committee non compliance procedure montreal protocol confirm positions bosnia')","(0.2833333333333333, 'selection mr iftikhar ul hassan shah pakistan serve')","(0.3188405797101449, 'procedure montreal protocol confirm positions bosnia herzegovina cuba')","(0.31343283582089554, 'protocol confirm positions bosnia herzegovina cuba mali pakistan')","(0.37681159420289856, 'procedure montreal protocol confirm positions bosnia herzegovina cuba')","(0.36170212765957444, 'canada serve vice rapporteur committee one year')","(0.30000000000000004, 'note appreciation work carried implementation committee non compliance procedure')","(0.28260869565217395, 'implementation committee non compliance procedure montreal protocol confirm positions bosnia')","(0.36734693877551017, 'selection mr iftikhar ul hassan shah pakistan')","(0.3037037037037037, 'note appreciation work carried implementation committee non compliance procedure montreal protocol confirm positions bosnia herzegovina')","(0.27826086956521734, 'members committee two year period beginning january note selection mr iftikhar ul hassan shah')","(0.2934782608695652, 'implementation committee non compliance procedure montreal protocol confirm positions bosnia')","(0.3176470588235294, 'implementation committee non compliance procedure montreal protocol confirm positions')","(0.2666666666666667, 'january note selection mr iftikhar ul hassan shah pakistan serve')","(0.2518518518518519, 'replacing italy members committee one year select bangladesh canada haiti kenya romania members committee two year period')","(0.2681159420289855, 'implementation committee non compliance procedure montreal protocol confirm positions bosnia herzegovina cuba mali pakistan united kingdom')","(0.3153153153153153, 'montreal protocol confirm positions bosnia herzegovina cuba mali pakistan united kingdom great britain northern')","(0.33333333333333337, 'bangladesh canada haiti kenya romania members')","(0.2678571428571429, 'carried implementation committee non compliance procedure montreal protocol confirm positions bosnia herzegovina')","(0.35443037974683544, 'protocol confirm positions bosnia herzegovina cuba mali pakistan united kingdom')"
"Nov 1, 2015 Decision XXVII13  Membership of the Executive Committee of the Multilateral Fund","(0.2674418604651163, 'implementation montreal protocol assistance fund secretariat endorse selection austria')","(0.276595744680851, 'states america members executive committee representing parties operating paragraph article protocol selection argentina cameroon china egypt')","(0.35, 'selection austria belgium canada germany')","(0.29032258064516125, 'carried executive committee multilateral fund implementation montreal protocol assistance fund secretariat endorse selection')","(0.31343283582089554, 'representing parties operating paragraph one year beginning january')","(0.2777777777777778, 'montreal protocol assistance fund secretariat endorse selection austria belgium canada germany japan russian federation united')","(0.32258064516129037, 'parties operating paragraph one')","(0.31506849315068497, 'federation united states america members executive committee representing')","(0.31034482758620685, 'japan russian federation united states america members executive committee representing')","(0.33333333333333337, 'january note selection mr agustin')","(0.2909090909090909, 'protocol selection argentina cameroon china egypt india')","(0.3023255813953488, 'states america members executive committee representing parties operating paragraph article protocol selection argentina cameroon')","(0.295774647887324, 'japan russian federation united states america members executive committee representing parties operating paragraph article protocol selection')","(0.2872340425531915, 'implementation montreal protocol assistance fund secretariat endorse selection austria belgium')","(0.3205128205128205, 'implementation montreal protocol assistance fund secretariat endorse selection')","(0.31343283582089554, 'paragraph article protocol selection argentina cameroon china egypt')","(0.32835820895522383, 'note selection mr agustin sanchez mexico serve chair')","(0.4358974358974359, 'implementation montreal protocol assistance fund secretariat endorse selection')","(0.3384615384615385, 'operating paragraph article protocol selection argentina cameroon')","(0.3023255813953488, 'implementation montreal protocol assistance fund secretariat endorse selection austria')","(0.3191489361702128, 'implementation montreal protocol assistance fund secretariat endorse selection austria belgium')","(0.3492063492063492, 'montreal protocol assistance fund secretariat endorse selection')","(0.2936507936507936, 'montreal protocol assistance fund secretariat endorse selection austria belgium canada germany japan russian federation united')","(0.2945736434108527, 'note appreciation work carried executive committee multilateral fund implementation montreal protocol assistance fund secretariat')","(0.3058823529411765, 'protocol assistance fund secretariat endorse selection austria belgium canada germany')","(0.3373493975903614, 'note appreciation work carried executive committee multilateral fund implementation')","(0.30208333333333337, 'committee representing parties operating paragraph article protocol selection argentina cameroon')","(0.2684563758389261, 'committee representing parties operating paragraph article protocol selection argentina cameroon china egypt india jordan mexico members representing')","(0.27692307692307694, 'one year beginning january note selection mr agustin sanchez mexico serve chair mr paul krajnik austria')","(0.31896551724137934, 'article protocol selection argentina cameroon china egypt india jordan mexico members representing parties operating')","(0.34782608695652173, 'germany japan russian federation united states')","(0.2678571428571429, 'note appreciation work carried executive committee multilateral fund implementation montreal protocol assistance')","(0.38961038961038963, 'protocol selection argentina cameroon china egypt india jordan mexico members')"
"May 4, 2015 Venue and date of the next meetings of the conferences of the parties to the Basel, Rotterdam and Stockholm ","(0.3176470588235294, 'hazardous chemicals pesticides international trade include joint sessions appropriate')","(0.26119402985074625, 'preparing back to back meetings support within available resources regional meetings assist regional preparatory processes coordinated')","(0.37254901960784315, 'convention transboundary movements hazardous wastes')","(0.29824561403508776, 'prior informed consent procedure certain hazardous chemicals pesticides international trade include joint sessions')","(0.38235294117647056, 'conventions conference parties decides convene eighth meeting geneva')","(0.4296296296296296, 'back thirteenth meeting conference parties basel convention transboundary movements hazardous wastes disposal eighth meeting conference')","(0.36, 'parties preparing back to')","(0.375, 'parties basel rotterdam stockholm conventions conference parties decides')","(0.34408602150537637, 'meetings conferences parties basel rotterdam stockholm conventions conference parties decides')","(0.39534883720930236, 'parties rotterdam convention prior informed')","(0.4444444444444444, 'stockholm conventions conference parties decides convene eighth')","(0.875, 'parties rotterdam convention prior informed consent procedure certain hazardous chemicals pesticides international trade include')","(0.30069930069930073, 'parties rotterdam convention prior informed consent procedure certain hazardous chemicals pesticides international trade include joint sessions')","(0.6521739130434783, 'conference parties basel convention transboundary movements hazardous wastes disposal eighth')","(0.33333333333333337, 'thirteenth meeting conference parties basel convention transboundary movements')","(0.3717948717948718, 'thirteenth meeting conference parties basel convention transboundary movements')","(0.3287671232876712, 'rotterdam stockholm conventions conference parties decides convene eighth')","(0.3013698630136986, 'rotterdam stockholm conventions conference parties decides convene eighth')","(0.4098360655737705, 'parties rotterdam convention prior informed consent procedure')","(0.3529411764705882, 'joint sessions appropriate joint issues also decides meeting include')","(0.3975903614457831, 'pesticides international trade include joint sessions appropriate joint issues also')","(0.39344262295081966, 'conventions conference parties decides convene eighth meeting')","(0.28888888888888886, 'back thirteenth meeting conference parties basel convention transboundary movements hazardous wastes disposal eighth meeting conference')","(0.26086956521739135, 'meeting include high level segment one day s duration requests executive secretary order assist')","(0.28125, 'convention prior informed consent procedure certain hazardous chemicals pesticides international')","(0.36585365853658536, 'convention prior informed consent procedure certain hazardous chemicals pesticides')","(0.36458333333333337, 'convention prior informed consent procedure certain hazardous chemicals pesticides international')","(0.3115942028985508, 'meetings conferences parties basel rotterdam stockholm conventions conference parties decides convene eighth meeting geneva april may back')","(0.30201342281879195, 'disposal eighth meeting conference parties rotterdam convention prior informed consent procedure certain hazardous chemicals pesticides international')","(0.32558139534883723, 'conference parties basel convention transboundary movements hazardous wastes disposal eighth meeting conference parties rotterdam')","(0.36111111111111116, 'segment one day s duration requests')","(0.5596330275229358, 'back thirteenth meeting conference parties basel convention transboundary movements hazardous wastes disposal')","(0.30681818181818177, 'back back thirteenth meeting conference parties basel convention transboundary movements')"
"May 4, 2015 Proposal for activities to increase notifications of final regulatory action","(0.41666666666666663, 'convention use existing materials technical assistance activities develop additional')","(0.3202614379084967, 'industrial chemicals urges parties exchange information accordance provisions convention submitting notifications final regulatory action banned severely')","(0.42307692307692313, 'convention submitting notifications final regulatory')","(0.3583333333333333, 'implement convention requests secretariat collect following information may assist parties preparing notifications final')","(0.4, 'convention submitting notifications final regulatory action banned severely')","(0.3115942028985508, 'implement convention requests secretariat collect following information may assist parties preparing notifications final regulatory action')","(0.3846153846153846, 'parties upon request order')","(0.3802816901408451, 'measures adopted parties implement convention also requests secretariat')","(0.3369565217391305, 'national legislation measures adopted parties implement convention also requests secretariat')","(0.475, 'implementing article convention see unep')","(0.4, 'article convention see unep fao rc cop')","(0.3282442748091603, 'implement convention requests secretariat collect following information may assist parties preparing notifications final regulatory')","(0.34013605442176875, 'notifications final regulatory action conference parties takes note activities secretariat undertaking regard notifications final regulatory action')","(0.32183908045977017, 'submissions identify main constraints faced parties implementing article convention see')","(0.3291139240506329, 'adopted implement convention requests secretariat collect following information')","(0.3421052631578947, 'available parties publishing website convention include technical assistance')","(0.36, 'enhance effectiveness provide assistance developing country parties parties')","(0.3484848484848485, 'requests secretariat provide assistance parties upon request order')","(0.3857142857142857, 'provisions convention submitting notifications final regulatory action')","(0.3717948717948718, 'notifications final regulatory action conference parties takes note activities')","(0.36458333333333337, 'convention submitting notifications final regulatory action banned severely restricted chemicals')","(0.41538461538461535, 'convention use existing materials technical assistance activities')","(0.3076923076923077, 'ensuring notifications meet information requirements annex convention use existing materials technical assistance activities develop additional')","(0.3228346456692913, 'completed countries use international risk evaluations bridging information support submissions identify main constraints faced')","(0.31182795698924726, 'regulatory action banned severely restricted chemicals encourages parties provide secretariat')","(0.41860465116279066, 'convention submitting notifications final regulatory action banned severely restricted')","(0.3555555555555555, 'convention requests secretariat collect following information may assist parties preparing')","(0.30519480519480524, 'provide secretariat texts national legislation measures adopted implement convention requests secretariat collect following information may assist parties')","(0.3115942028985508, 'national legislation measures adopted parties implement convention also requests secretariat provide assistance parties upon request order')","(0.33333333333333337, 'ensuring notifications meet information requirements annex convention use existing materials technical assistance activities develop')","(0.38, 'adopted parties implement convention also requests')","(0.2966101694915254, 'accordance provisions convention submitting notifications final regulatory action banned severely restricted chemicals')","(0.3157894736842105, 'assessments completed countries use international risk evaluations bridging information support')"
"May 4, 2015 Measures to reduce or eliminate releases from wastes","(0.34246575342465757, 'convention regard chemicals newly listed annexes c stockholm convention')","(0.3125, 'parties take account above mentioned technical guidelines implementing obligations paragraph article convention encourages introduction demonstration developing')","(0.44999999999999996, 'convention regard chemicals newly listed')","(0.31034482758620685, 'convention invites experts working stockholm convention already participate work basel convention updating technical')","(0.375, 'convention decisions sc sc sc establish chemicals levels')","(0.4411764705882353, 'organic pollutants conference parties basel convention control transboundary movements hazardous wastes disposal twelfth meeting adopted')","(0.34615384615384615, 'parties take account above')","(0.4, 'referred paragraph ii article convention update need be')","(0.3707865168539326, 'working stockholm convention already participate work basel convention updating technical')","(0.4545454545454546, 'ii article convention update need')","(0.6060606060606061, 'establish provisional definitions low persistent organic pollutant')","(0.3214285714285714, 'listed annexes c stockholm convention decisions sc sc sc establish chemicals levels destruction irreversible')","(0.32098765432098764, 'obligations paragraph article convention encourages introduction demonstration developing countries countries economies transition cost effective methods selected')","(0.8222222222222222, 'parties basel convention control transboundary movements hazardous wastes disposal twelfth')","(0.3076923076923077, 'pollutants conference parties basel convention control transboundary movements')","(0.36764705882352944, 'paragraph ii article stockholm convention work establish appropriate')","(0.3793103448275862, 'article convention encourages introduction demonstration developing countries countries')","(0.3194444444444444, 'countries countries economies transition cost effective methods selected')","(0.40909090909090906, 'ii article convention update need be general')","(0.30487804878048785, 'convention already participate work basel convention updating technical guidelines')","(0.3647058823529412, 'convention work establish appropriate concentration levels order define chemicals low')","(0.40740740740740744, 'convention update need be general technical guidelines')","(0.34782608695652173, 'of containing contaminated persistent organic pollutants technical guidelines specific persistent organic pollutants listed decision notes')","(0.3453237410071942, 'convention encourages introduction demonstration developing countries countries economies transition cost effective methods selected listed')","(0.3111111111111111, 'article convention taking account above mentioned technical guidelines invites appropriate')","(0.3827160493827161, 'convention work establish appropriate concentration levels order define chemicals')","(0.4252873563218391, 'convention update need be general technical guidelines environmentally sound management')","(0.34545454545454546, 'persistent organic pollutants specified paragraph annex stockholm convention exhibited determine consider methods constitute environmentally sound disposal paragraph')","(0.3489932885906041, 'invites experts working stockholm convention already participate work basel convention updating technical guidelines environmentally sound management')","(0.41007194244604317, 'convention encourages introduction demonstration developing countries countries economies transition cost effective methods selected listed')","(0.38181818181818183, 'appropriate concentration levels order define chemicals')","(0.5625, 'organic pollutants conference parties basel convention control transboundary movements hazardous wastes disposal')","(0.3295454545454546, 'pollutants listed decision notes updated general technical guidelines adopted conference')"
"May 4, 2015 Toolkit for Identification and Quantification of Releases of Dioxins, Furans and Other Unintentional Persist","(0.33720930232558144, 'releases dioxins furans unintentional persistent organic pollutants conference parties')","(0.2993630573248408, 'account conclusions recommendations toolkit experts developing source inventories release estimates article stockholm convention reporting estimated releases')","(0.4358974358974359, 'convention trigger need update existing')","(0.33333333333333337, 'conclusions recommendations consultation experts best available techniques best environmental practices develop joint terms')","(0.3950617283950617, 'recommendations consultation experts best available techniques best environmental')","(0.29104477611940294, 'availability resources continue support toolkit experts work referred paragraph above implement awareness raising technical assistance')","(0.4, 'parties takes note report')","(0.4, 'annexes a b and or c convention trigger')","(0.34042553191489366, 'source inventories release estimates article stockholm convention reporting estimated releases')","(0.4642857142857143, 'and or c convention requests')","(0.5970149253731343, 'releases dioxins furans unintentional persistent organic pollutants')","(0.3214285714285714, 'or c convention trigger need update existing guidance and or develop new guidance support')","(0.3290322580645161, 'recommendations consultation experts best available techniques best environmental practices develop joint terms reference synergistic consideration aspects')","(0.36734693877551017, 'stockholm convention conclusions recommendations toolkit experts recognizes listing new substances')","(0.33720930232558144, 'reference synergistic consideration aspects relevant releases unintentional production')","(0.3466666666666667, 'release estimates article stockholm convention reporting estimated releases')","(0.3733333333333333, 'article stockholm convention reporting estimated releases article according')","(0.33333333333333337, 'new substances annexes a b and or c')","(0.3623188405797102, 'dioxins furans unintentional persistent organic pollutants conference')","(0.3287671232876712, 'persistent organic pollutants conference parties takes note report expert')","(0.3484848484848485, 'or c convention trigger need update existing guidance and or')","(0.390625, 'convention reporting estimated releases article according source')","(0.33108108108108103, 'account conclusions recommendations toolkit experts developing source inventories release estimates article stockholm convention reporting estimated')","(0.31690140845070425, 'unintentional persistent organic pollutants stockholm convention conclusions recommendations toolkit experts recognizes listing new substances')","(0.32258064516129037, 'article stockholm convention reporting estimated releases article according source categories')","(0.3793103448275862, 'stockholm convention conclusions recommendations toolkit experts recognizes listing new')","(0.4375, 'unintentional production best available techniques best environmental practices chemicals listed')","(0.3614457831325302, 'reference synergistic consideration aspects relevant releases unintentional production best available techniques best environmental practices chemicals listed annexes')","(0.3607594936708861, 'reference synergistic consideration aspects relevant releases unintentional production best available techniques best environmental practices chemicals listed')","(0.3834586466165414, 'conclusions recommendations consultation experts best available techniques best environmental practices develop joint terms reference')","(0.4098360655737705, 'reference synergistic consideration aspects relevant releases')","(0.3008849557522124, 'releases unintentional production best available techniques best environmental practices chemicals listed annexes')","(0.33333333333333337, 'article stockholm convention reporting estimated releases article according source categories')"
