,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Nov 15, 2016 Report of the Adaptation Fund Board","(0.28915662650602414, 'kp cmp add iii http unfccc int nationalreports accountingreportingandreviewunderthe')","(0.24193548387096775, 'fccc kp cmp add i iv ii v i b i iii iii iv iii iv')","(0.25806451612903225, 'v i b i iii')","(0.24390243902439024, 'cmp cmp mu tatis mutandis cmp cmp cmp ii i i b cmp')","(0.2777777777777778, 'cmp i crf reporter i cmp crf xml')","(0.2407407407407407, 'cmp cmp cmp i cmp a b cmp cmp cmp cmp mu tatis mutandis cmp')","(0.2727272727272727, 'tatis mutandis cmp cmp')","(0.30000000000000004, 'mutandis cmp cmp cmp cmp cmp cmp ge')","(0.27692307692307694, 'cmp mutatis mutandis cmp cmp cmp cmp cmp cmp ge')","(0.3142857142857143, 'iii http unfccc int nationalreports')","(0.2763157894736842, 'add iii http unfccc int nationalreports accountingreportingandreviewunderthe')","(0.2410714285714286, 'cmp crf reporter crf reporter i i crf reporter cmp i crf reporter i')","(0.24806201550387597, 'kp cmp add cmp crf reporter crf reporter i i crf reporter cmp i crf reporter')","(0.2432432432432432, 'cmp add distr general january russian original english cmp cmp')","(0.2833333333333333, 'add cmp crf reporter crf reporter i i')","(0.25, 'cmp add distr general january russian original english')","(0.26865671641791045, 'crf reporter i i crf reporter cmp i')","(0.29166666666666663, 'mu tatis mutandis cmp cmp cmp ii i')","(0.30000000000000004, 'e na n n n na na')","(0.3076923076923077, 'int nationalreports accountingreportingandreviewunderthe kyotoprotocol items php ge fccc kp')","(0.2680412371134021, 'kp cmp add iii http unfccc int nationalreports accountingreportingandreviewunderthe kyotoprotocol')","(0.27586206896551724, 'unfccc int nationalreports accountingreportingandreviewunderthe kyotoprotocol items php')","(0.26724137931034486, 'cmp crf reporter crf reporter i i crf reporter cmp i crf reporter i cmp')","(0.25217391304347825, 'cmp crf reporter crf reporter i i crf reporter cmp i crf reporter i')","(0.26249999999999996, 'crf reporter i i crf reporter cmp i crf reporter')","(0.28125, 'cmp i crf reporter i cmp crf xml ge')","(0.2666666666666667, 'crf reporter crf reporter i i crf reporter cmp i')","(0.2518518518518519, 'crf reporter crf reporter i i crf reporter cmp i crf reporter i cmp crf xml ge')","(0.24615384615384617, 'crf reporter crf reporter i i crf reporter cmp i crf reporter i cmp crf xml')","(0.24752475247524752, 'cmp crf reporter crf reporter i i crf reporter cmp i crf reporter i')","(0.2777777777777778, 'cmp cmp cmp mu tatis mutandis')","(0.22680412371134018, 'fccc kp cmp add distr general january russian original english cmp cmp')","(0.2727272727272727, 'crf reporter i i crf reporter cmp i crf reporter')"
"Nov 16, 2008 Decision XX2 Essentialuse nominations for Parties not operating under paragraph 1 of Article 5 for controlled substances","(0.308641975308642, 'metered dose inhalers alternatives developed receive regulatory approval marketed')","(0.30487804878048785, 'technically economically feasible alternatives substitutes available acceptable standpoint environment health noting technology economic assessment panel conclusion')","(0.2978723404255319, 'essential use technically economically feasible')","(0.32432432432432434, 'dose inhalers available short beta agonists therapeutic categories asthma chronic obstructive pulmonary disease')","(0.3373493975903614, 'production consumption necessary satisfy essential uses chlorofluorocarbons metered')","(0.28859060402684567, 'conclusion technically satisfactory alternatives chlorofluorocarbon metered dose inhalers available short beta agonists therapeutic categories asthma')","(0.31034482758620685, 'parties party quantity metric')","(0.31746031746031744, 'quantity metric tonnes european community united states america')","(0.3076923076923077, 'regulatory approval marketed sale authorize levels production consumption necessary satisfy')","(0.35416666666666663, 'economic assessment panel conclusion technically')","(0.33333333333333337, 'production consumption necessary satisfy essential uses chlorofluorocarbons')","(0.29605263157894735, 'acceptable standpoint environment health noting technology economic assessment panel conclusion technically satisfactory alternatives chlorofluorocarbon')","(0.2857142857142857, 'chlorofluorocarbons metered dose inhalers asthma chronic obstructive pulmonary disease specified annex present decision parties operating paragraph')","(0.3142857142857143, 'panel conclusion technically satisfactory alternatives chlorofluorocarbon metered dose inhalers available')","(0.29166666666666663, 'metered dose inhalers alternatives developed receive regulatory approval')","(0.3194444444444444, 'article montreal protocol licensing authorizing allocating essential use')","(0.28767123287671237, 'categories asthma chronic obstructive pulmonary disease mindful paragraph')","(0.3492063492063492, 'stocks controlled substances taken account one year operational')","(0.3653846153846154, 'taken account one year operational supply maintained')","(0.32894736842105265, 'inhalers available short beta agonists therapeutic categories asthma chronic')","(0.31313131313131315, 'technically satisfactory alternatives chlorofluorocarbon metered dose inhalers available short beta')","(0.32835820895522383, 'operating paragraph article reducing reliance on chlorofluorocarbon')","(0.3237410071942446, 'montreal protocol licensing authorizing allocating essential use exemptions manufacturer metered inhalers shall ensure accordance paragraph')","(0.28859060402684567, 'chlorofluorocarbons metered inhalers qualify essential use technically economically feasible alternatives substitutes available acceptable standpoint')","(0.33333333333333337, 'panel conclusion technically satisfactory alternatives chlorofluorocarbon metered dose inhalers available')","(0.32608695652173914, 'noting technology economic assessment panel conclusion technically satisfactory alternatives')","(0.29885057471264365, 'dose inhaler companies welcoming continued progress several parties operating paragraph')","(0.28205128205128205, 'article montreal protocol licensing authorizing allocating essential use exemptions manufacturer metered inhalers shall ensure accordance paragraph decision')","(0.2974683544303798, 'inhalers qualify essential use technically economically feasible alternatives substitutes available acceptable standpoint environment health noting technology')","(0.3125, 'present decision parties operating paragraph article montreal protocol licensing authorizing allocating essential use exemptions')","(0.3829787234042553, 'party quantity metric tonnes european community')","(0.28828828828828834, 'levels production consumption necessary satisfy essential uses chlorofluorocarbons metered dose inhalers asthma')","(0.34883720930232553, 'operating paragraph article reducing reliance on chlorofluorocarbon based metered dose')"
"Nov 15, 2016 Work of the Consultative Group of Experts on National Communications from Parties not included in Annex I t","(0.2857142857142857, 'tp http unfccc int files cooperationandsupport financialmecha nism standingcommittee')","(0.25806451612903225, 'cp add cp cp cp cp cp cp cp fccc tp http unfccc int files cooperationandsupport')","(0.2833333333333333, 'cooperationsupport financialmechanism long termfinance items')","(0.2755102040816326, 'http unfccc int cooperationsupport financialmechanism long termfinance items php priref fccc cp ge')","(0.31818181818181823, 'unfccc int files cooperationandsupport financialmecha nism standingcommittee application')","(0.25153374233128833, 'files cooperationandsupport financialmecha nism standingcommittee application pdf summaryofthein sessionworkshoponreporting methodologiesfinalweb pdf fccc cp vi ge')","(0.3076923076923077, 'http www greenclimate fund')","(0.31034482758620685, 'cp http www greenclimate fund contributions pledge tracker')","(0.27083333333333337, 'tp http unfccc int files cooperationandsupport financialmecha nism standingcommittee application')","(0.34782608695652173, 'greenclimate fund contributions pledge tracker')","(0.3098591549295775, 'unfccc int cooperationsupport financialmechanism long termfinance items')","(0.2678571428571429, 'http www thegef org gef gefdocumentspublications ge fccc cp add ge fccc cp add')","(0.26900584795321636, 'unfccc int files cooperationandsupport financialmecha nism standingcommittee application pdf summaryofthein sessionworkshoponreporting methodologiesfinalweb pdf fccc cp vi')","(0.2702702702702703, 'fccc cp add distr general january russian original english cp')","(0.3157894736842105, 'http unfccc int cooperationsupport financialmechanism long termfinance items')","(0.25, 'add distr general january russian original english cp')","(0.27083333333333337, 'files cooperationandsupport financialmecha nism standingcommittee application pdf summaryofthein')","(0.25, 'www greenclimate fund contributions pledge tracker gcf b')","(0.295774647887324, 'unfccc int cooperationsupport financialmechanism long termfinance items')","(0.26249999999999996, 'int cooperationsupport financialmechanism long termfinance items php priref fccc')","(0.28915662650602414, 'int cooperationsupport financialmechanism long termfinance items php priref fccc cp')","(0.3380281690140845, 'cooperationsupport financialmechanism long termfinance items php priref')","(0.28, 'cp fccc tp http unfccc int files cooperationandsupport financialmecha nism standingcommittee application pdf summaryofthein sessionworkshoponreporting')","(0.2545454545454545, 'http unfccc int files cooperationandsupport financialmecha nism standingcommittee application pdf summaryofthein sessionworkshoponreporting methodologiesfinalweb pdf')","(0.275, 'unfccc int mailto secretariat unfccc int ge fccc cp add')","(0.3157894736842105, 'cp cp http unfccc int cooperationsupport financialmechanism long termfinance')","(0.2710280373831776, 'unfccc int files cooperationandsupport financialmecha nism standingcommittee application pdf summaryofthein')","(0.26436781609195403, 'unfccc int files cooperationandsupport financialmecha nism standingcommittee application pdf summaryofthein sessionworkshoponreporting methodologiesfinalweb pdf fccc cp vi ge')","(0.2692307692307693, 'fccc cp add cp cp cp cp cp http unfccc int cooperationsupport financialmechanism long termfinance items')","(0.2727272727272727, 'http unfccc int files cooperationandsupport financialmecha nism standingcommittee application pdf summaryofthein sessionworkshoponreporting methodologiesfinalweb pdf')","(0.33999999999999997, 'www greenclimate fund contributions pledge tracker')","(0.23711340206185572, 'contributions pledge tracker gcf b http www greenclimate fund b fccc sbi')","(0.27586206896551724, 'http unfccc int cooperationsupport financialmechanism long termfinance items php priref')"
"Nov 13, 2014 Revision of the rules of procedure of the General Assembly","(0.31506849315068497, 'composition next committee one seat per electoral group shall')","(0.2857142857142857, 'general assembly states parties ordinary session resolution ga paragraph invites states parties world heritage convention voluntarily')","(0.4390243902439024, 'convention voluntarily reduce term office')","(0.34042553191489366, 'list states candidates delegation shall cast vote encircling names states desires vote tellers')","(0.375, 'convention voluntarily reduce term office six four years')","(0.3046875, 'also provide information status compulsory voluntary contributions world heritage fund made candidates list candidatures revised')","(0.5, 'parties least three months')","(0.3939393939393939, 'states parties world heritage convention work accomplished decides')","(0.34523809523809523, 'resolution ga paragraph invites states parties world heritage convention voluntarily')","(0.37777777777777777, 'parties world heritage convention voluntarily')","(0.31999999999999995, 'shall given election least one state party')","(0.3303571428571429, 'state party composition next committee one seat per electoral group shall reserved election members')","(0.31007751937984496, 'ballot open non allocated seats candidate obtaining first round half valid votes cast states parties present')","(0.31081081081081086, 'three seats group iv four seats group va two seats')","(0.33333333333333337, 'due consideration shall given election least one state')","(0.359375, 'states parties world heritage convention voluntarily reduce term')","(0.3157894736842105, 'candidature format presentation experts model developed secretariat requests')","(0.3529411764705882, 'may made accommodate special circumstances ballot reserved allocated')","(0.39622641509433965, 'genuine choice election also decides rotational order')","(0.3417721518987342, 'presentation experts model developed secretariat requests world heritage centre')","(0.3296703296703297, 'convention work accomplished decides amend rules procedure follows amendments strikethrough')","(0.4137931034482759, 'convention work accomplished decides amend rules procedure')","(0.3157894736842105, 'parties candidates secretariat also provide information status compulsory voluntary contributions world heritage fund made candidates')","(0.31304347826086953, 'also decides rotational order attribution floating seat group iii group iv shall decided general')","(0.3125, 'attribution floating seat group iii group iv shall decided general')","(0.34883720930232553, 'amendments strikethrough bold rule procedures presentation candidatures world heritage')","(0.3563218390804598, 'presentation experts model developed secretariat requests world heritage centre develop')","(0.2962962962962963, 'additional round voting two candidates obtain number votes chairperson shall decide drawing lots among order allocate remaining')","(0.29230769230769227, 'ballot open non allocated seats candidate obtaining first round half valid votes cast states parties present')","(0.3203125, 'presentation experts model developed secretariat requests world heritage centre develop standard candidature format presentation')","(0.38, 'proceed count votes supervision chairperson voting')","(0.2989690721649485, 'seats group iii three seats group iv four seats group va two')","(0.3373493975903614, 'heritage committee election members world heritage committee shall conducted secret')"
"Nov 16, 2008 Decision XX21 Membership of the Implementation Committee","(0.26027397260273977, 'mexico new zealand russian federation members committee one year')","(0.25806451612903225, 'montreal protocol confirm positions jordan mauritius mexico new zealand russian federation members committee one year select')","(0.2682926829268293, 'confirm positions jordan mauritius mexico')","(0.28037383177570097, 'done implementation committee non procedure montreal protocol confirm positions jordan mauritius mexico new')","(0.29508196721311475, 'confirm positions jordan mauritius mexico new zealand russian')","(0.2777777777777778, 'note appreciation work done implementation committee non procedure montreal protocol confirm positions jordan mauritius mexico')","(0.33333333333333337, 'year select armenia germany')","(0.3484848484848485, 'note appreciation work done implementation committee non procedure')","(0.35443037974683544, 'montreal protocol confirm positions jordan mauritius mexico new zealand russian')","(0.3548387096774194, 'january note selection ms robyn')","(0.30000000000000004, 'zealand serve president mr ghazi faleh odat')","(0.31092436974789917, 'note appreciation work done implementation committee non procedure montreal protocol confirm positions jordan mauritius')","(0.2790697674418605, 'two period commencing january note selection ms robyn washbourne new zealand serve president mr ghazi faleh')","(0.28378378378378377, 'note selection ms robyn washbourne new zealand serve president mr')","(0.29032258064516125, 'jordan mauritius mexico new zealand russian federation members')","(0.3015873015873016, 'montreal protocol confirm positions jordan mauritius mexico new')","(0.2702702702702703, 'implementation committee non procedure montreal protocol confirm positions')","(0.38095238095238093, 'montreal protocol confirm positions jordan mauritius mexico new')","(0.328125, 'implementation committee non procedure montreal protocol confirm')","(0.273972602739726, 'non procedure montreal protocol confirm positions jordan mauritius mexico')","(0.2763157894736842, 'zealand russian federation members committee one year select armenia germany')","(0.37037037037037035, 'committee two period commencing january note selection')","(0.2931034482758621, 'protocol confirm positions jordan mauritius mexico new zealand russian federation members committee one year select')","(0.28695652173913044, 'jordan mauritius mexico new zealand russian federation members committee one year select armenia germany')","(0.2875, 'two period commencing january note selection ms robyn washbourne new')","(0.3098591549295775, 'montreal protocol confirm positions jordan mauritius mexico new zealand')","(0.30666666666666664, 'committee one year select armenia germany nicaragua niger sri lanka')","(0.28148148148148144, 'montreal protocol confirm positions jordan mauritius mexico new zealand russian federation members committee one year select armenia')","(0.2846153846153846, 'two period commencing january note selection ms robyn washbourne new zealand serve president mr ghazi faleh')","(0.29565217391304344, 'done implementation committee non procedure montreal protocol confirm positions jordan mauritius mexico new zealand')","(0.34615384615384615, 'montreal protocol confirm positions jordan mauritius')","(0.2828282828282829, 'protocol confirm positions jordan mauritius mexico new zealand russian federation members committee')","(0.2941176470588235, 'two period commencing january note selection ms robyn washbourne new')"
"Nov 16, 2008 Decision XX18 Potential noncompliance in 2006 with the provisions of the Montreal Protocol in respect of consumption of ","(0.3827160493827161, 'continue receive international assistance enable meet commitments accordance item')","(0.303448275862069, 'montreal protocol request solomon islands submit secretariat matter urgency later consideration implementation committee next meeting explanation')","(0.3421052631578947, 'non caution solomon islands accordance')","(0.3589743589743589, 'matter urgency later consideration implementation committee next meeting explanation excess consumption together plan')","(0.38888888888888884, 'time consideration implementation committee forty second meeting monitor')","(0.27007299270072993, 'data obligations montreal protocol request solomon islands submit secretariat matter urgency later consideration implementation committee')","(0.3666666666666667, 'indicative list measures event')","(0.3571428571428571, 'implementation committee forty second meeting monitor closely progress')","(0.3294117647058824, 'montreal protocol june london amendment august copenhagen amendment august classified')","(0.3846153846153846, 'maximum allowable consumption level odp')","(0.3389830508474576, 'allowable consumption level odp tonnes controlled substance')","(0.32478632478632474, 'measures continue treated manner party good standing regard solomon islands continue receive international assistance')","(0.30281690140845074, 'urgency later consideration implementation committee next meeting explanation excess consumption together plan action time specific benchmarks')","(0.33720930232558144, 'absence clarification solomon islands therefore presumed non control measures protocol')","(0.32352941176470584, 'later march time consideration implementation committee forty second')","(0.33333333333333337, 'caution solomon islands accordance item b indicative list')","(0.34328358208955223, 'level odp tonnes controlled substance year absence clarification')","(0.4477611940298507, 'montreal protocol june london amendment august copenhagen amendment')","(0.3770491803278688, 'compliance accordance article protocol noting solomon islands')","(0.375, 'international assistance enable meet commitments accordance item indicative list')","(0.3804347826086957, 'continue receive international assistance enable meet commitments accordance item indicative')","(0.4057971014492754, 'later consideration implementation committee next meeting explanation')","(0.3385826771653543, 'protocol country programme approved executive committee march noting also executive committee approved multilateral fund enable')","(0.32258064516129037, 'protocol request solomon islands submit secretariat matter urgency later consideration implementation committee next meeting')","(0.32499999999999996, 'protocol control measures continue treated manner party good standing regard')","(0.3246753246753247, 'consumption controlled substance annex a group chlorofluorocarbons odp tonnes')","(0.34375, 'consideration implementation committee next meeting explanation excess consumption together plan')","(0.2894736842105263, 'montreal protocol request solomon islands submit secretariat matter urgency later consideration implementation committee next meeting explanation excess')","(0.27586206896551724, 'montreal protocol request solomon islands submit secretariat matter urgency later consideration implementation committee next meeting explanation')","(0.3306451612903226, 'matter urgency later consideration implementation committee next meeting explanation excess consumption together plan action')","(0.3728813559322034, 'matter urgency later consideration implementation committee')","(0.29729729729729726, 'protocol request solomon islands submit secretariat matter urgency later consideration implementation committee')","(0.38372093023255816, 'protocol noting solomon islands reported annual consumption controlled substance annex')"
"Nov 16, 2008 Decision XX23 CoChairs of the Openended Working Group of the Parties to the Montreal Protocol","(0.2465753424657534, 'mr martin sirois canada mr muhammad maqsood akhtar pakistan')","(0.217741935483871, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open working group')","(0.29032258064516125, 'mr martin sirois canada mr')","(0.26436781609195403, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs')","(0.2777777777777778, 'endorse selection mr martin sirois canada mr muhammad')","(0.25, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open working')","(0.34782608695652173, 'pakistan co chairs open')","(0.2264150943396226, 'endorse selection mr martin sirois canada mr muhammad')","(0.19999999999999996, 'sirois canada mr muhammad maqsood akhtar pakistan co chairs open')","(0.2647058823529411, 'endorse selection mr martin sirois')","(0.28, 'selection mr martin sirois canada mr muhammad')","(0.2678571428571429, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open')","(0.24031007751937983, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open working group')","(0.2702702702702703, 'maqsood akhtar pakistan co chairs open working group parties montreal')","(0.2666666666666667, 'endorse selection mr martin sirois canada mr muhammad')","(0.19999999999999996, 'maqsood akhtar pakistan co chairs open working group')","(0.29850746268656714, 'endorse selection mr martin sirois canada mr muhammad')","(0.21153846153846156, 'maqsood akhtar pakistan co chairs open working group')","(0.31818181818181823, 'endorse selection mr martin sirois canada mr')","(0.14754098360655743, 'mr martin sirois canada mr muhammad maqsood akhtar pakistan')","(0.18181818181818177, 'mr martin sirois canada mr muhammad maqsood akhtar pakistan co')","(0.30612244897959184, 'selection mr martin sirois canada mr muhammad')","(0.23275862068965514, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open working')","(0.25217391304347825, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open')","(0.23750000000000004, 'maqsood akhtar pakistan co chairs open working group parties montreal')","(0.203125, 'endorse selection mr martin sirois canada mr muhammad maqsood')","(0.2666666666666667, 'mr martin sirois canada mr muhammad maqsood akhtar pakistan co')","(0.2148148148148148, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open working group parties')","(0.20769230769230773, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open working group')","(0.24752475247524752, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co chairs open')","(0.3414634146341463, 'endorse selection mr martin sirois canada')","(0.28865979381443296, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar pakistan co')","(0.25, 'endorse selection mr martin sirois canada mr muhammad maqsood akhtar')"
"Nov 16, 2008 Decision XX24 Endorsement of new cochair of the Halons Technical Options Committee of the Technology and Economic Assess","(0.2191780821917808, 'mr sergey kopylov russian federation new co halons technical')","(0, '')","(0.2857142857142857, 'selection mr sergey kopylov russian')","(0, '')","(0.27586206896551724, 'kopylov russian federation new co halons technical options')","(0, '')","(0.18518518518518523, 'endorse selection mr sergey')","(0.27586206896551724, 'endorse selection mr sergey kopylov russian federation new')","(0.22058823529411764, 'mr sergey kopylov russian federation new co halons technical options')","(0.2857142857142857, 'endorse selection mr sergey kopylov')","(0.21999999999999997, 'sergey kopylov russian federation new co halons')","(0, '')","(0, '')","(0.20270270270270274, 'endorse selection mr sergey kopylov russian federation new co halons')","(0.2666666666666667, 'mr sergey kopylov russian federation new co halons')","(0.25, 'mr sergey kopylov russian federation new co halons')","(0.28358208955223885, 'mr sergey kopylov russian federation new co halons')","(0.28, 'mr sergey kopylov russian federation new co halons')","(0.276595744680851, 'sergey kopylov russian federation new co halons')","(0.180327868852459, 'mr sergey kopylov russian federation new co halons technical')","(0.20588235294117652, 'endorse selection mr sergey kopylov russian federation new co halons')","(0.30612244897959184, 'sergey kopylov russian federation new co halons')","(0, '')","(0, '')","(0.23750000000000004, 'endorse selection mr sergey kopylov russian federation new co halons')","(0.21875, 'mr sergey kopylov russian federation new co halons technical')","(0.24, 'endorse selection mr sergey kopylov russian federation new co halons')","(0, '')","(0, '')","(0, '')","(0.26190476190476186, 'russian federation new co halons technical')","(0.25773195876288657, 'endorse selection mr sergey kopylov russian federation new co halons technical options')","(0.2647058823529411, 'endorse selection mr sergey kopylov russian federation new co halons')"
"Nov 16, 2008 Decision XX25 Twentyxe2x80x91First Meeting of the Parties to the Montreal Protocol","(0.31506849315068497, 'convene twenty meeting parties montreal protocol sharm el egypt')","(0, '')","(0.3076923076923077, 'convene twenty meeting parties montreal')","(0.24444444444444446, 'convene twenty meeting parties montreal protocol sharm el egypt announce firm date meeting')","(0.24561403508771928, 'convene twenty meeting parties montreal protocol sharm el')","(0, '')","(0.29032258064516125, 'parties montreal protocol sharm')","(0.24561403508771928, 'meeting parties montreal protocol sharm el egypt announce')","(0.23076923076923073, 'montreal protocol sharm el egypt announce firm date meeting soon')","(0.28205128205128205, 'meeting parties montreal protocol sharm')","(0.2407407407407407, 'convene twenty meeting parties montreal protocol sharm')","(0.2589285714285714, 'convene twenty meeting parties montreal protocol sharm el egypt announce firm date meeting soon')","(0, '')","(0.29729729729729726, 'meeting parties montreal protocol sharm el egypt announce firm date')","(0.23333333333333328, 'convene twenty meeting parties montreal protocol sharm el')","(0.35, 'montreal protocol sharm el egypt announce firm date')","(0.25373134328358204, 'montreal protocol sharm el egypt announce firm date')","(0.4901960784313726, 'montreal protocol sharm el egypt announce firm date')","(0.3125, 'meeting parties montreal protocol sharm el egypt')","(0.2622950819672131, 'montreal protocol sharm el egypt announce firm date meeting')","(0.26388888888888884, 'convene twenty meeting parties montreal protocol sharm el egypt announce')","(0.33333333333333337, 'convene twenty meeting parties montreal protocol sharm')","(0, '')","(0.25217391304347825, 'convene twenty meeting parties montreal protocol sharm el egypt announce firm date meeting soon')","(0.275, 'convene twenty meeting parties montreal protocol sharm el egypt announce')","(0.359375, 'convene twenty meeting parties montreal protocol sharm el egypt')","(0.29333333333333333, 'montreal protocol sharm el egypt announce firm date meeting soon')","(0, '')","(0, '')","(0.29702970297029707, 'convene twenty meeting parties montreal protocol sharm el egypt announce firm date meeting soon')","(0.29166666666666663, 'convene twenty meeting parties montreal protocol')","(0.2680412371134021, 'convene twenty meeting parties montreal protocol sharm el egypt announce firm date')","(0.25, 'convene twenty meeting parties montreal protocol sharm el egypt announce')"
"Nov 16, 2008 Decision VCVIII2 Recommendations adopted by the Ozone Research Managers at their seventh meeting","(0.3571428571428571, 'research managers noted international funding cooperation essential implementation recommendations')","(0.29139072847682124, 'procedures timely access users strengthening capacity developing countries countries economies transition enable maintain existing instruments networks')","(0.4390243902439024, 'convention ozone research managers review')","(0.36, 'agencies governments ensure continuation satellite research observations particularly allow measurements contribute long time')","(0.375, 'convention ozone research managers review ongoing national international')","(0.3129770992366412, 'vienna convention ozone research managers review ongoing national international research monitoring programmes view ensuring proper')","(0.4444444444444444, 'parties make renewed effort')","(0.4084507042253521, 'hydrofluorocarbons expected recovery ozone layer context climate change')","(0.3827160493827161, 'hydrofluorocarbons expected recovery ozone layer context climate change take note')","(0.42500000000000004, 'parties vienna convention ozone research')","(0.3382352941176471, 'associated data current generation satellites associated instruments')","(0.31200000000000006, 'research monitoring programmes view ensuring proper coordination programmes identifying gaps need addressed recognizing ozone')","(0.3291139240506329, 'countries economies transition enable maintain existing instruments networks acquire new observational capabilities increase participation scientific research')","(0.3448275862068966, 'parties vienna convention ozone research managers review ongoing national international')","(0.3647058823529412, 'agencies governments ensure continuation satellite research observations particularly')","(0.328125, 'managers particularly adopted seventh meeting view to addressing')","(0.3466666666666667, 'implementation montreal protocol substances deplete ozone layer adjustments')","(0.64, 'implementation montreal protocol substances deplete ozone layer adjustments')","(0.4464285714285714, 'vienna convention ozone research managers review ongoing')","(0.3448275862068966, 'national international research monitoring programmes view ensuring proper coordination')","(0.3932584269662921, 'review ongoing national international research monitoring programmes view ensuring proper')","(0.39655172413793105, 'convention ozone research managers review ongoing national')","(0.34375, 'international funding cooperation essential implementation recommendations previous recommendations received sufficient attention owing lack funding cooperation')","(0.33098591549295775, 'critical understanding monitoring changes atmospheric ozone surface ultraviolet radiation interrelationship climate variability change request')","(0.33333333333333337, 'changes ozone atmospheric parameters impact human biological systems maintaining expanding')","(0.3827160493827161, 'convention ozone research managers review ongoing national international research')","(0.34782608695652173, 'convention ozone research managers review ongoing national international research monitoring')","(0.3223684210526315, 'parties vienna convention ozone research managers review ongoing national international research monitoring programmes view ensuring proper coordination')","(0.32163742690058483, 'recognizing ozone research managers noted international funding cooperation essential implementation recommendations previous recommendations received sufficient attention')","(0.33986928104575165, 'research managers noted international funding cooperation essential implementation recommendations previous recommendations received sufficient attention')","(0.4117647058823529, 'ground situ observations ozone depleting substances')","(0.29166666666666663, 'agencies governments ensure continuation satellite research observations particularly allow measurements contribute long')","(0.3258426966292135, 'responsible ozone production loss transport distribution well changes surface ultraviolet')"
